name,age,nationality,overall,club,preferred_foot,jersey number,contract valid until,height,weight,league,speciality
Rafinha,25,Brazil,82,FC Barcelona,Left,12,2020,69,157,LALIGA SANTANDER,Dribbler
Gabriel Paulista,27,Brazil,82,Valencia CF,Right,5,2022,74,174,LALIGA SANTANDER,No Speciality
Morata,25,Spain,82,Chelsea,Right,7,2022,74,187,PREMIER LEAGUE,No Speciality
J. Cillessen,29,Netherlands,82,FC Barcelona,Right,1,2021,73,183,LALIGA SANTANDER,Goalkeeper
W. Ben Yedder,27,France,82,Sevilla FC,Right,9,2021,67,150,LALIGA SANTANDER,Acrobat
C. Bakambu,27,DR Congo,82,Beijing Sinobo Guoan FC,Right,17,2021,72,161,CSL,No Speciality
Pablo Sarabia,26,Spain,82,Sevilla FC,Left,17,2020,69,154,LALIGA SANTANDER,No Speciality
W. Zaha,25,Ivory Coast,82,Crystal Palace,Right,11,2023,71,146,PREMIER LEAGUE,Dribbler
Luis Alberto,25,Spain,82,Lazio,Right,10,2022,72,163,SERIE A TIM,Playmaker
Jonathan Viera,28,Spain,82,Beijing Sinobo Guoan FC,Right,23,2020,67,141,CSL,Acrobat
Bartra,27,Spain,82,Real Betis,Right,5,2023,72,161,LALIGA SANTANDER,No Speciality
S. Coates,27,Uruguay,82,Sporting CP,Right,4,2022,77,203,LIGA NOS,Strength
Willian José,26,Brazil,82,Real Sociedad,Right,12,2024,74,205,LALIGA SANTANDER,Strength
Mário Fernandes,27,Russia,82,PFC CSKA Moscow,Right,6,2022,74,176,REST OF WORLD,Engine
Víctor Ruiz,29,Spain,82,Villarreal CF,Left,6,2019,73,172,LALIGA SANTANDER,No Speciality
T. Delaney,26,Denmark,82,Borussia Dortmund,Left,8,2022,72,174,BUNDESLIGA,Engine
K. Casteels,26,Belgium,82,VfL Wolfsburg,Left,13,2021,78,190,BUNDESLIGA,Goalkeeper
M. Götze,26,Germany,82,Borussia Dortmund,Right,10,2020,69,165,BUNDESLIGA,No Speciality
S. Mustafi,26,Germany,82,Arsenal,Right,20,2021,72,181,PREMIER LEAGUE,No Speciality
J. Pastore,29,Argentina,82,Roma,Right,27,2022,74,172,SERIE A TIM,No Speciality
Pedro,30,Spain,82,Chelsea,Right,11,2020,67,143,PREMIER LEAGUE,No Speciality
G. Bonaventura,28,Italy,82,Milan,Right,5,2020,71,165,SERIE A TIM,No Speciality
R. Bürki,27,Switzerland,82,Borussia Dortmund,Right,21,2021,74,187,BUNDESLIGA,Goalkeeper
Taison,30,Brazil,82,Shakhtar Donetsk,Right,7,2021,68,141,REST OF WORLD,Dribbler
S. Nzonzi,29,France,82,Roma,Right,15,2022,77,165,SERIE A TIM,No Speciality
Marlos,30,Ukraine,82,Shakhtar Donetsk,Left,11,2019,69,152,REST OF WORLD,Dribbler
A. Ramsey,27,Wales,82,Arsenal,Right,10,2019,72,168,PREMIER LEAGUE,Engine
K. Trippier,27,England,82,Tottenham Hotspur,Right,12,2022,70,159,PREMIER LEAGUE,Crosser
A. Kolarov,32,Serbia,82,Roma,Left,11,2020,74,183,SERIE A TIM,Crosser
G. Sigurðsson,28,Iceland,82,Everton,Right,10,2022,73,181,PREMIER LEAGUE,No Speciality
S. Giovinco,31,Italy,82,Toronto FC,Right,21,2019,64,134,MLS,No Speciality
M. Arnautović,29,Austria,82,West Ham United,Right,7,2022,76,183,PREMIER LEAGUE,No Speciality
N. Gaitán,30,Argentina,82,Dalian YiFang FC,Left,9,2021,68,146,CSL,Acrobat
J. Henderson,28,England,82,Liverpool,Right,8,2020,72,176,PREMIER LEAGUE,No Speciality
M. Kruse,30,Germany,82,SV Werder Bremen,Left,10,2019,71,168,BUNDESLIGA,No Speciality
M. Parolo,33,Italy,82,Lazio,Right,16,2020,72,165,SERIE A TIM,Engine
L. Fejsa,29,Serbia,82,SL Benfica,Right,5,2021,72,176,LIGA NOS,No Speciality
A. Rami,32,France,82,Olympique de Marseille,Right,23,2021,75,198,LIGUE 1 CONFORAMA,Strength
V. Ćorluka,32,Croatia,82,Lokomotiv Moscow,Right,14,2020,76,185,REST OF WORLD,No Speciality
G. Wijnaldum,27,Netherlands,82,Liverpool,Right,8,2021,69,152,PREMIER LEAGUE,No Speciality
F. Fazio,31,Argentina,82,Roma,Right,20,2020,77,187,SERIE A TIM,Strength
O. Giroud,31,France,82,Chelsea,Left,9,2019,76,203,PREMIER LEAGUE,Strength
Marcano,31,Spain,82,Roma,Left,15,2021,74,170,SERIE A TIM,No Speciality
A. Guardado,31,Mexico,82,Real Betis,Left,18,2020,67,148,LALIGA SANTANDER,No Speciality
E. Garay,31,Argentina,82,Valencia CF,Right,24,2020,74,198,LALIGA SANTANDER,Strength
Jardel,32,Brazil,82,SL Benfica,Right,33,2021,76,192,LIGA NOS,Strength
S. Sirigu,31,Italy,82,Torino,Right,1,2022,76,176,SERIE A TIM,Goalkeeper
E. Viviano,32,Italy,82,Sporting CP,Left,1,2020,77,198,LIGA NOS,Goalkeeper
L. Koscielny,32,France,82,Arsenal,Right,6,2020,73,165,PREMIER LEAGUE,No Speciality
A. Consigli,31,Italy,82,Sassuolo,Right,47,2022,74,181,SERIE A TIM,Goalkeeper
L. Biglia,32,Argentina,82,Milan,Right,21,2020,70,139,SERIE A TIM,No Speciality
Dani Alves,35,Brazil,82,Paris Saint-Germain,Right,13,2019,68,150,LIGUE 1 CONFORAMA,No Speciality
David Villa,36,Spain,82,New York City FC,Right,7,2018,69,152,MLS,No Speciality
Aduriz,37,Spain,82,Athletic Club de Bilbao,Right,20,2019,72,172,LALIGA SANTANDER,No Speciality
P. Čech,36,Czech Republic,82,Arsenal,Left,1,2019,77,198,PREMIER LEAGUE,Goalkeeper
Casillas,37,Spain,82,FC Porto,Left,1,2019,73,185,LIGA NOS,Goalkeeper
M. Rashford,20,England,81,Manchester United,Right,11,2020,73,154,PREMIER LEAGUE,No Speciality
Laure Santeiro,30,Brazil,81,Fluminense,Left,8,2021,67,139,LIGA DO BRASIL,No Speciality
L. Bailey,20,Jamaica,81,Bayer 04 Leverkusen,Left,9,2023,70,174,BUNDESLIGA,No Speciality
M. Akanji,22,Switzerland,81,Borussia Dortmund,Right,5,2022,74,187,BUNDESLIGA,No Speciality
F. de Jong,21,Netherlands,81,Ajax,Right,7,2022,71,154,EREDIVISIE,No Speciality
Nélson Semedo,24,Portugal,81,FC Barcelona,Right,2,2022,70,148,LALIGA SANTANDER,Speedster
Pablo Fornals,22,Spain,81,Villarreal CF,Right,8,2022,70,148,LALIGA SANTANDER,No Speciality
Fabián,22,Spain,81,Napoli,Left,8,2023,74,154,SERIE A TIM,No Speciality
E. Bailly,24,Ivory Coast,81,Manchester United,Right,2,2020,73,170,PREMIER LEAGUE,No Speciality
Dani Ceballos,21,Spain,81,Real Madrid,Right,21,2023,70,154,LALIGA SANTANDER,No Speciality
H. Lozano,22,Mexico,81,PSV,Right,22,2023,69,154,EREDIVISIE,Speedster
Morales,30,Spain,81,Levante UD,Right,11,2021,71,154,LALIGA SANTANDER,Dribbler
J. Seri,26,Ivory Coast,81,Fulham,Right,24,2022,67,161,PREMIER LEAGUE,No Speciality
M. Politano,24,Italy,81,Inter,Left,16,"Jun 30, 2019",67,148,SERIE A TIM,No Speciality
M. Brozović,25,Croatia,81,Inter,Right,77,2022,71,150,SERIE A TIM,No Speciality
Williams,24,Spain,81,Athletic Club de Bilbao,Right,9,2025,73,174,LALIGA SANTANDER,Speedster
A. Correa,23,Argentina,81,Atlético Madrid,Right,11,2024,67,150,LALIGA SANTANDER,Dribbler
A. Christensen,22,Denmark,81,Chelsea,Right,6,2022,74,179,PREMIER LEAGUE,No Speciality
João Mário,25,Portugal,81,Inter,Right,10,2021,70,161,SERIE A TIM,No Speciality
T. Strakosha,23,Albania,81,Lazio,Right,1,2019,76,172,SERIE A TIM,Goalkeeper
E. Hysaj,24,Albania,81,Napoli,Right,23,2021,72,154,SERIE A TIM,No Speciality
P. Zieliński,24,Poland,81,Napoli,Right,20,2021,71,165,SERIE A TIM,No Speciality
Ricardo Pereira,24,Portugal,81,Leicester City,Right,14,2023,69,154,PREMIER LEAGUE,No Speciality
Grimaldo,22,Spain,81,SL Benfica,Left,3,2021,67,152,LIGA NOS,No Speciality
R. Guerreiro,24,Portugal,81,Borussia Dortmund,Left,13,2020,67,157,BUNDESLIGA,Acrobat
A. Doucouré,25,France,81,Watford,Right,16,2023,72,168,PREMIER LEAGUE,No Speciality
J. Martínez,25,Venezuela,81,Atlanta United,Right,17,2020,67,152,MLS,No Speciality
C. Bacca,31,Colombia,81,Villarreal CF,Right,7,2022,71,170,LALIGA SANTANDER,No Speciality
A. Plea,25,France,81,Borussia Mönchengladbach,Right,14,2023,71,174,BUNDESLIGA,No Speciality
B. Davies,25,Wales,81,Tottenham Hotspur,Left,4,2021,72,168,PREMIER LEAGUE,No Speciality
M. Nastasić,25,Serbia,81,FC Schalke 04,Left,5,2022,74,183,BUNDESLIGA,No Speciality
A. Milik,24,Poland,81,Napoli,Left,7,2021,73,172,SERIE A TIM,Clinical Finisher
M. Sabitzer,24,Austria,81,RB Leipzig,Right,9,2022,70,170,BUNDESLIGA,No Speciality
B. Mendy,23,France,81,Manchester City,Left,22,2022,73,187,PREMIER LEAGUE,No Speciality
C. Kramer,27,Germany,81,Borussia Mönchengladbach,Right,6,2021,75,168,BUNDESLIGA,Engine
S. Vrsaljko,26,Croatia,81,Inter,Right,2,"Jun 30, 2019",71,168,SERIE A TIM,No Speciality
T. Hazard,25,Belgium,81,Borussia Mönchengladbach,Right,16,2020,69,152,BUNDESLIGA,Acrobat
K. Bellarabi,28,Germany,81,Bayer 04 Leverkusen,Right,38,2021,72,179,BUNDESLIGA,Dribbler
S. Zaza,27,Italy,81,Torino,Left,11,"Jun 30, 2019",73,185,SERIE A TIM,Aerial Threat
F. Ghoulam,27,Algeria,81,Napoli,Left,31,2022,72,176,SERIE A TIM,No Speciality
B. Lecomte,27,France,81,Montpellier HSC,Left,40,2021,73,172,LIGUE 1 CONFORAMA,Goalkeeper
J. Iličić,30,Slovenia,81,Atalanta,Left,7,2021,75,174,SERIE A TIM,No Speciality
K. Volland,25,Germany,81,Bayer 04 Leverkusen,Left,31,2021,70,187,BUNDESLIGA,Engine
Paco Alcácer,24,Spain,81,Borussia Dortmund,Right,9,2023,69,159,BUNDESLIGA,No Speciality
Vitolo,28,Spain,81,Atlético Madrid,Right,23,2022,73,174,LALIGA SANTANDER,No Speciality
G. Xhaka,25,Switzerland,81,Arsenal,Left,10,2021,73,181,PREMIER LEAGUE,No Speciality
D. Tadić,29,Serbia,81,Ajax,Left,10,2022,71,168,EREDIVISIE,No Speciality
C. Aránguiz,29,Chile,81,Bayer 04 Leverkusen,Right,20,2020,67,154,BUNDESLIGA,No Speciality
S. Verdi,25,Italy,81,Napoli,Left,9,2023,67,134,SERIE A TIM,No Speciality
D. Lovren,28,Croatia,81,Liverpool,Right,6,2021,74,185,PREMIER LEAGUE,No Speciality
G. Medel,30,Chile,81,Beşiktaş JK,Right,17,2020,67,143,SÜPER LIG,No Speciality
X. Shaqiri,26,Switzerland,81,Liverpool,Left,23,2023,67,159,PREMIER LEAGUE,No Speciality
J. Corona,25,Mexico,81,FC Porto,Right,17,2020,68,137,LIGA NOS,Dribbler
A. Areola,25,France,81,Paris Saint-Germain,Right,23,2019,77,207,LIGUE 1 CONFORAMA,Goalkeeper
K. Vogt,26,Germany,81,TSG 1899 Hoffenheim,Right,22,2022,76,187,BUNDESLIGA,No Speciality
Ander Herrera,28,Spain,81,Manchester United,Right,21,2019,72,154,PREMIER LEAGUE,Engine
E. Salvio,27,Argentina,81,SL Benfica,Right,18,2019,68,170,LIGA NOS,No Speciality
S. El Shaarawy,25,Italy,81,Roma,Right,92,2020,70,159,SERIE A TIM,No Speciality
C. Smalling,28,England,81,Manchester United,Right,12,2019,76,179,PREMIER LEAGUE,No Speciality
Hulk,31,Brazil,81,Shanghai SIPG FC,Left,10,2020,71,187,CSL,Distance Shooter
S. Kagawa,29,Japan,81,Borussia Dortmund,Right,23,2020,69,150,BUNDESLIGA,Acrobat
M. Lanzini,25,Argentina,81,West Ham United,Right,10,2020,66,130,PREMIER LEAGUE,Dribbler
F. Smolov,28,Russia,81,Lokomotiv Moscow,Right,11,2022,74,176,REST OF WORLD,No Speciality
L. Stindl,29,Germany,81,Borussia Mönchengladbach,Right,13,2021,71,176,BUNDESLIGA,No Speciality
O. Toprak,28,Turkey,81,Borussia Dortmund,Right,36,2021,73,183,BUNDESLIGA,No Speciality
D. Perotti,29,Argentina,81,Roma,Right,8,2021,70,154,SERIE A TIM,Dribbler
F. Muslera,32,Uruguay,81,Galatasaray SK,Right,1,2021,75,163,SÜPER LIG,Goalkeeper
B. Höwedes,30,Germany,81,Lokomotiv Moscow,Right,5,2022,74,170,REST OF WORLD,No Speciality
S. Kjær,29,Denmark,81,Sevilla FC,Right,4,2021,74,185,LALIGA SANTANDER,No Speciality
S. Bender,29,Germany,81,Bayer 04 Leverkusen,Right,5,2021,73,176,BUNDESLIGA,No Speciality
M. Valbuena,33,France,81,Fenerbahçe SK,Right,28,2019,66,139,SÜPER LIG,No Speciality
Pedro León,31,Spain,81,SD Eibar,Right,21,2020,72,161,LALIGA SANTANDER,Crosser
K. Boateng,31,Ghana,81,Sassuolo,Right,27,2021,73,190,SERIE A TIM,No Speciality
L. Piszczek,33,Poland,81,Borussia Dortmund,Right,26,2020,72,174,BUNDESLIGA,No Speciality
A. Candreva,31,Italy,81,Inter,Right,87,2021,71,154,SERIE A TIM,No Speciality
D. Wass,29,Denmark,81,Valencia CF,Right,18,2022,71,163,LALIGA SANTANDER,No Speciality
E. Lamela,26,Argentina,81,Tottenham Hotspur,Left,22,2022,72,176,PREMIER LEAGUE,No Speciality
D. Rose,27,England,81,Tottenham Hotspur,Left,3,2021,69,168,PREMIER LEAGUE,No Speciality
C. Vela,29,Mexico,81,Los Angeles FC,Left,10,2022,70,170,MLS,No Speciality
Renato Augusto,30,Brazil,81,Beijing Sinobo Guoan FC,Right,5,2021,73,190,CSL,No Speciality
A. Valencia,32,Ecuador,81,Manchester United,Right,16,2019,71,183,PREMIER LEAGUE,No Speciality
L. Fabiański,33,Poland,81,West Ham United,Right,22,2021,75,183,PREMIER LEAGUE,Goalkeeper
João Moutinho,31,Portugal,81,Wolverhampton Wanderers,Right,28,2020,67,134,PREMIER LEAGUE,No Speciality
Borja Valero,33,Spain,81,Inter,Right,20,2020,69,161,SERIE A TIM,No Speciality
F. Quagliarella,35,Italy,81,Sampdoria,Right,27,2019,71,174,SERIE A TIM,No Speciality
B. Gomis,32,France,81,Al Hilal,Right,18,2020,72,170,SAUDI PROFESSIONAL LEAGUE,No Speciality
Manuel Fernandes,32,Portugal,81,Lokomotiv Moscow,Right,4,2019,69,165,REST OF WORLD,No Speciality
H. Herrera,28,Mexico,81,FC Porto,Right,16,2019,72,159,LIGA NOS,Engine
Raffael,33,Brazil,81,Borussia Mönchengladbach,Right,11,2019,69,152,BUNDESLIGA,Dribbler
Nani,31,Portugal,81,Sporting CP,Right,17,2020,70,150,LIGA NOS,Dribbler
J. Milner,32,England,81,Liverpool,Right,7,2020,69,154,PREMIER LEAGUE,Engine
J. Mathieu,34,France,81,Sporting CP,Left,22,2019,74,185,LIGA NOS,Strength
Joaquín,36,Spain,81,Real Betis,Right,17,2020,70,165,LALIGA SANTANDER,No Speciality
M. Gómez,21,Uruguay,80,RC Celta,Right,18,2022,73,185,LALIGA SANTANDER,No Speciality
K. Havertz,19,Germany,80,Bayer 04 Leverkusen,Left,29,2022,74,183,BUNDESLIGA,No Speciality
T. Ndombele,21,France,80,Olympique Lyonnais,Right,17,2023,71,168,LIGUE 1 CONFORAMA,No Speciality
H. Aouar,20,France,80,Olympique Lyonnais,Right,8,2023,69,154,LIGUE 1 CONFORAMA,No Speciality
Carlos Soler,21,Spain,80,Valencia CF,Right,8,2021,71,168,LALIGA SANTANDER,No Speciality
Odriozola,22,Spain,80,Real Madrid,Right,19,2024,69,146,LALIGA SANTANDER,No Speciality
M. Almirón,24,Paraguay,80,Atlanta United,Left,10,2019,69,139,MLS,No Speciality
Welington Dano,30,Brazil,80,Cruzeiro,Left,5,2021,70,152,LIGA DO BRASIL,No Speciality
Everton Andrão,34,Brazil,80,Fluminense,Right,6,2021,70,165,LIGA DO BRASIL,Engine
Oyarzabal,21,Spain,80,Real Sociedad,Left,10,2024,71,172,LALIGA SANTANDER,No Speciality
F. Balbuena,26,Paraguay,80,West Ham United,Right,4,2021,74,187,PREMIER LEAGUE,No Speciality
M. Marega,27,Mali,80,FC Porto,Right,11,2021,73,183,LIGA NOS,Strength
B. Pavard,22,France,80,VfB Stuttgart,Right,2,2021,73,168,BUNDESLIGA,No Speciality
W. Ndidi,21,Nigeria,80,Leicester City,Right,25,2024,72,163,PREMIER LEAGUE,No Speciality
A. Onana,22,Cameroon,80,Ajax,Right,1,2021,74,205,EREDIVISIE,Goalkeeper
G. Lo Celso,22,Argentina,80,Real Betis,Left,20,"Jun 30, 2019",69,154,LALIGA SANTANDER,No Speciality
M. Acuña,26,Argentina,80,Sporting CP,Left,9,2023,68,152,LIGA NOS,Crosser
Rúben Neves,21,Portugal,80,Wolverhampton Wanderers,Right,5,2023,71,176,PREMIER LEAGUE,No Speciality
Mariano,24,Dominican Republic,80,Real Madrid,Right,7,2023,71,168,LALIGA SANTANDER,No Speciality
Raúl,28,Brazil,80,SC Braga,Left,34,2022,74,179,LIGA NOS,No Speciality
M. Caldara,24,Italy,80,Milan,Right,33,2023,74,176,SERIE A TIM,No Speciality
M. Vecino,26,Uruguay,80,Inter,Right,15,2022,74,179,SERIE A TIM,No Speciality
T. Bakayoko,23,France,80,Milan,Right,14,"Jun 30, 2019",74,187,SERIE A TIM,No Speciality
M. Dahoud,22,Germany,80,Borussia Dortmund,Right,19,2022,70,150,BUNDESLIGA,Engine
Rafa,25,Portugal,80,SL Benfica,Right,27,2021,68,146,LIGA NOS,Speedster
K. Baldé,23,Senegal,80,Inter,Right,11,"Jun 30, 2019",71,176,SERIE A TIM,Speedster
G. Rulli,26,Argentina,80,Real Sociedad,Right,23,2022,74,185,LALIGA SANTANDER,Goalkeeper
F. Armani,31,Argentina,80,River Plate,Right,1,2022,74,194,SAF,Goalkeeper
Rony Lopes,22,Portugal,80,AS Monaco,Left,7,2022,69,150,LIGUE 1 CONFORAMA,No Speciality
Santi Mina,22,Spain,80,Valencia CF,Right,22,2021,71,170,LALIGA SANTANDER,No Speciality
K. Demirbay,24,Germany,80,TSG 1899 Hoffenheim,Left,10,2022,72,159,BUNDESLIGA,No Speciality
Gayà,23,Spain,80,Valencia CF,Left,3,2023,68,146,LALIGA SANTANDER,No Speciality
André Gomes,24,Portugal,80,Everton,Right,8,"Jun 30, 2019",74,185,PREMIER LEAGUE,No Speciality
N. Tagliafico,25,Argentina,80,Ajax,Left,3,2022,67,143,EREDIVISIE,No Speciality
M. Sanson,23,France,80,Olympique de Marseille,Right,8,2021,71,161,LIGUE 1 CONFORAMA,No Speciality
Pacheco,26,Spain,80,Deportivo Alavés,Left,1,2020,73,179,LALIGA SANTANDER,Goalkeeper
E. Can,24,Germany,80,Juventus,Right,23,2022,72,181,SERIE A TIM,No Speciality
H. Çalhanoğlu,24,Turkey,80,Milan,Right,10,2021,70,168,SERIE A TIM,Free Kick Specialist
M. Ginter,24,Germany,80,Borussia Mönchengladbach,Right,4,2021,74,183,BUNDESLIGA,No Speciality
M. Keane,25,England,80,Everton,Right,4,2022,75,181,PREMIER LEAGUE,No Speciality
L. Paredes,24,Argentina,80,Free Agent,Right,5,Free Agent,71,165,0,No Speciality
T. Stepanenko,28,Ukraine,80,Shakhtar Donetsk,Left,6,2022,71,168,REST OF WORLD,No Speciality
L. Shaw,22,England,80,Manchester United,Left,23,2023,71,165,PREMIER LEAGUE,No Speciality
Z. Feddal,28,Morocco,80,Real Betis,Left,4,2021,75,183,LALIGA SANTANDER,No Speciality
S. Haller,24,France,80,Eintracht Frankfurt,Right,9,2021,75,201,BUNDESLIGA,Strength
Bernard,25,Brazil,80,Everton,Right,20,2022,65,132,PREMIER LEAGUE,No Speciality
T. Inui,30,Japan,80,Real Betis,Right,8,2021,67,139,LALIGA SANTANDER,Dribbler
Portu,26,Spain,80,Girona FC,Right,9,2022,70,154,LALIGA SANTANDER,No Speciality
M. Batshuayi,24,Belgium,80,Valencia CF,Right,21,"Jun 30, 2019",73,172,LALIGA SANTANDER,No Speciality
E. Zahavi,30,Israel,80,Guangzhou R&F; FC,Right,7,2020,72,157,CSL,No Speciality
T. Vaclík,29,Czech Republic,80,Sevilla FC,Right,1,2021,74,187,LALIGA SANTANDER,Goalkeeper
N. Pope,26,England,80,Burnley,Right,23,2020,79,168,PREMIER LEAGUE,Goalkeeper
Héctor Bellerín,23,Spain,80,Arsenal,Right,2,2023,70,163,PREMIER LEAGUE,Speedster
P. Kadeřábek,26,Czech Republic,80,TSG 1899 Hoffenheim,Right,2,2023,72,179,BUNDESLIGA,No Speciality
J. Butland,25,England,80,Stoke City,Right,13,2021,77,209,EFL CHAMPIONSHIP,Goalkeeper
J. Vestergaard,25,Denmark,80,Southampton,Right,3,2022,78,216,PREMIER LEAGUE,Strength
J. Tarkowski,25,England,80,Burnley,Right,5,2022,76,179,PREMIER LEAGUE,No Speciality
Deulofeu,24,Spain,80,Watford,Right,7,2023,70,161,PREMIER LEAGUE,Dribbler
E. Dier,24,England,80,Tottenham Hotspur,Right,4,2021,74,198,PREMIER LEAGUE,Strength
J. Murillo,26,Colombia,80,Valencia CF,Right,22,2022,72,172,LALIGA SANTANDER,No Speciality
M. Badelj,29,Croatia,80,Lazio,Right,25,2022,73,176,SERIE A TIM,No Speciality
Ismaily,28,Brazil,80,Shakhtar Donetsk,Left,31,2023,70,181,REST OF WORLD,Engine
N. Schulz,25,Germany,80,TSG 1899 Hoffenheim,Left,16,2020,71,172,BUNDESLIGA,No Speciality
L. Digne,24,France,80,Everton,Left,12,2023,70,163,PREMIER LEAGUE,No Speciality
M. Uth,26,Germany,80,FC Schalke 04,Left,7,2022,73,159,BUNDESLIGA,No Speciality
Cristian Tello,26,Spain,80,Real Betis,Right,11,2022,70,143,LALIGA SANTANDER,No Speciality
D. Vida,29,Croatia,80,Beşiktaş JK,Right,24,2022,72,168,SÜPER LIG,No Speciality
L. Muriel,27,Colombia,80,Sevilla FC,Right,14,2022,70,174,LALIGA SANTANDER,No Speciality
V. Aboubakar,26,Cameroon,80,FC Porto,Right,9,2021,72,181,LIGA NOS,No Speciality
A. Oxlade-Chamberlain,24,England,80,Liverpool,Right,21,2022,69,154,PREMIER LEAGUE,No Speciality
S. Aurier,25,Ivory Coast,80,Tottenham Hotspur,Right,17,2022,69,168,PREMIER LEAGUE,No Speciality
J. Matip,26,Cameroon,80,Liverpool,Right,32,2020,76,198,PREMIER LEAGUE,No Speciality
Y. Rakitskyi,28,Ukraine,80,Shakhtar Donetsk,Left,44,2022,73,183,REST OF WORLD,No Speciality
Sergi Enrich,28,Spain,80,SD Eibar,Right,9,2019,71,170,LALIGA SANTANDER,No Speciality
A. Yarmolenko,28,Ukraine,80,West Ham United,Left,20,2022,75,183,PREMIER LEAGUE,No Speciality
Hugo Mallo,27,Spain,80,RC Celta,Right,2,2023,69,159,LALIGA SANTANDER,No Speciality
André Almeida,27,Portugal,80,SL Benfica,Right,34,2021,73,176,LIGA NOS,No Speciality
D. Didavi,28,Germany,80,VfB Stuttgart,Left,10,2021,71,170,BUNDESLIGA,No Speciality
R. Rodríguez,25,Switzerland,80,Milan,Left,13,2021,71,170,SERIE A TIM,No Speciality
R. Pereyra,27,Argentina,80,Watford,Right,7,2021,72,170,PREMIER LEAGUE,No Speciality
Mario Gaspar,27,Spain,80,Villarreal CF,Right,2,2023,72,163,LALIGA SANTANDER,No Speciality
Maicon,29,Brazil,80,Galatasaray SK,Right,3,2021,75,196,SÜPER LIG,Strength
D. Blind,28,Netherlands,80,Ajax,Left,5,2022,71,159,EREDIVISIE,No Speciality
J. Zoet,27,Netherlands,80,PSV,Right,13,2021,74,194,EREDIVISIE,Goalkeeper
A. Ljajić,26,Serbia,80,Beşiktaş JK,Right,22,"Jun 30, 2019",72,163,SÜPER LIG,Dribbler
Canales,27,Spain,80,Real Betis,Left,6,2022,71,163,LALIGA SANTANDER,No Speciality
Iago Falqué,28,Spain,80,Torino,Left,14,2022,69,152,SERIE A TIM,No Speciality
L. de Jong,27,Netherlands,80,PSV,Right,19,2021,74,190,EREDIVISIE,No Speciality
Guaita,31,Spain,80,Crystal Palace,Right,31,2021,75,176,PREMIER LEAGUE,Goalkeeper
Muniain,25,Spain,80,Athletic Club de Bilbao,Right,10,2024,67,139,LALIGA SANTANDER,Acrobat
Susaeta,30,Spain,80,Athletic Club de Bilbao,Right,14,2019,70,150,LALIGA SANTANDER,Crosser
S. Rudy,28,Germany,80,FC Schalke 04,Right,13,2022,70,163,BUNDESLIGA,No Speciality
K. Trapp,27,Germany,80,Eintracht Frankfurt,Right,31,"Jun 30, 2019",74,190,BUNDESLIGA,Goalkeeper
V. Wanyama,27,Kenya,80,Tottenham Hotspur,Right,12,2021,72,192,PREMIER LEAGUE,Strength
N. Nkoulou,28,Cameroon,80,Torino,Right,18,2020,72,170,SERIE A TIM,No Speciality
R. Boudebouz,28,Algeria,80,Real Betis,Left,10,2021,70,163,LALIGA SANTANDER,No Speciality
Camacho,28,Spain,80,VfL Wolfsburg,Right,4,2021,72,165,BUNDESLIGA,No Speciality
S. Ulreich,29,Germany,80,FC Bayern München,Right,26,2021,76,185,BUNDESLIGA,Goalkeeper
M. Musacchio,27,Argentina,80,Milan,Right,22,2021,71,161,SERIE A TIM,No Speciality
C. Stuani,31,Uruguay,80,Girona FC,Right,11,2020,73,159,LALIGA SANTANDER,No Speciality
P. Gulácsi,28,Hungary,80,RB Leipzig,Right,1,2022,76,190,BUNDESLIGA,Goalkeeper
Bruno,34,Spain,80,Villarreal CF,Left,21,2020,72,161,LALIGA SANTANDER,No Speciality
F. Delph,28,England,80,Manchester City,Left,18,2020,69,172,PREMIER LEAGUE,Engine
A. Lallana,30,England,80,Liverpool,Right,20,2021,70,161,PREMIER LEAGUE,No Speciality
Marcelo,31,Brazil,80,Olympique Lyonnais,Right,6,2021,75,187,LIGUE 1 CONFORAMA,Strength
S. Coleman,29,Republic of Ireland,80,Everton,Right,2,2022,70,148,PREMIER LEAGUE,No Speciality
Alexandre Pato,28,Brazil,80,Tianjin Quanjian FC,Right,10,2019,71,179,CSL,No Speciality
Antunes,31,Portugal,80,Getafe CF,Left,3,2020,69,152,LALIGA SANTANDER,No Speciality
Nacho Monreal,32,Spain,80,Arsenal,Left,18,2019,70,159,PREMIER LEAGUE,No Speciality
Beñat,31,Spain,80,Athletic Club de Bilbao,Right,7,2020,70,168,LALIGA SANTANDER,No Speciality
A. Fernández,32,Argentina,80,Beijing Renhe FC,Right,8,2019,70,161,CSL,No Speciality
K. Gameiro,31,France,80,Valencia CF,Right,9,2021,68,154,LALIGA SANTANDER,No Speciality
I. Piatti,33,Argentina,80,Montreal Impact,Right,10,2020,71,168,MLS,Acrobat
